bu_naam,gm_naam,bev_dichth,SUM_TOTAAL,SUM_ZOOGDIEREN,SUM_WEEKDIEREN,SUM_VOGELS,SUM_VISSEN,SUM_SPRINKHANE,SUM_REPTIELEN,SUM_LIBELLEN,SUM_HAFTEN_KOK,SUM_DAGVLINDER,SUM_BIJEN_EN_H,SUM_AMFIBIEEN,Shape_Length,Shape_Area,Area_km2,SpeciesDensity
Gaasperwaard,Vijfheerenlanden,,21.000000000000000,3.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,3.000000000000000,3844.890962495715485,548496.876575779402629,0.5484969,38.2864532
Glasfabriek,Vijfheerenlanden,,12.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,2187.607305326250298,220922.771795260661747,0.2209228,54.3176231
Groenbuffer noord,Oudewater,,21.000000000000000,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4218.383901303627681,225882.698047772631980,0.2258827,92.9686127
Hof van Wulven,Houten,,11.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,2497.022418789521907,217351.523188488412416,0.2173515,50.6092606
Honen,Houten,,11.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,3763.081887151288356,532723.138703778968193,0.5327231,20.6486244
Kanaalzone Loenen aan de Vecht,Stichtse Vecht,,39.000000000000000,5.000000000000000,3.000000000000000,5.000000000000000,1.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,4.000000000000000,5220.758081262612905,303192.896058135840576,0.3031929,128.6309814
Kanaalzone Noord Breukelen,Stichtse Vecht,,22.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,4725.479360071151859,300115.659375944174826,0.3001156,73.3050766
Kanaalzone sector Nieuwersluis,Stichtse Vecht,,42.000000000000000,4.000000000000000,2.000000000000000,6.000000000000000,2.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,1.000000000000000,3.000000000000000,9451.756620371912504,428329.306210577022284,0.4283293,98.0553970
Kanaalzone sector Nigtevecht,Stichtse Vecht,,34.000000000000000,4.000000000000000,4.000000000000000,5.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,2.000000000000000,5857.255147226224835,383257.747684605827089,0.3832577,88.7131424
Kanaalzone sector Vreeland,Stichtse Vecht,,33.000000000000000,3.000000000000000,6.000000000000000,6.000000000000000,1.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,2.000000000000000,6516.921483174957757,370997.712718357681297,0.3709977,88.9493332
Kanaalzone Zuid Breukelen,Stichtse Vecht,,29.000000000000000,3.000000000000000,3.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,6833.105753729068056,470071.978839453833643,0.4700720,61.6926804
Laren-Natuurgebied,Laren,,25.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,3.000000000000000,4538.756228526369341,1771.289862934714620,0.0017713,14114.0087891
Larenstein,De Bilt,,26.000000000000000,1.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,1.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,1.000000000000000,1.000000000000000,2119.012621982989003,176432.869161206617719,0.1764329,147.3648376
Lindeboomseweg e.o.,Amersfoort,,16.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4000.793563367933075,703179.817499631666578,0.7031798,22.7537804
Middelland-Zuid,Woerden,,12.000000000000000,1.000000000000000,0.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,2622.478885484073544,322320.783255839720368,0.3223208,37.2299919
Olympus,Amersfoort,,27.000000000000000,3.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,2065.995298856397312,242340.542534606938716,0.2423405,111.4134598
Podium,Amersfoort,,27.000000000000000,4.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,2913.371755254172513,279832.724534091132227,0.2798327,96.4862137
Polder te Veen,Eemnes,,44.000000000000000,5.000000000000000,1.000000000000000,5.000000000000000,3.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,0.000000000000000,2.000000000000000,18746.586616882857925,4000848.319943828508258,4.0008483,10.9976673
Poldergebied Loenersloot,Stichtse Vecht,,11.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,762.225436851084737,34025.327891397486383,0.0340253,323.2886047
Rijpickerwaard,IJsselstein,,37.000000000000000,3.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,3.000000000000000,2.000000000000000,4282.691393258371136,341092.285268767911475,0.3410923,108.4750443
Rondweg Noord-Oost,Houten,,65.000000000000000,1.000000000000000,2.000000000000000,24.000000000000000,3.000000000000000,0.000000000000000,4.000000000000000,1.000000000000000,5.000000000000000,6.000000000000000,3.000000000000000,1.000000000000000,8859.250867955239300,158511.700667374796467,0.1585117,410.0643616
Rondweg Noord-West,Houten,,49.000000000000000,3.000000000000000,0.000000000000000,11.000000000000000,2.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,4.000000000000000,8.000000000000000,0.000000000000000,2.000000000000000,10750.148718294916762,232171.940915330051212,0.2321719,211.0504913
Rondweg Zuid-Oost,Houten,,37.000000000000000,0.000000000000000,1.000000000000000,6.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,5.000000000000000,4.000000000000000,0.000000000000000,9416.946300254212474,187973.227548951108474,0.1879732,196.8365326
Rondweg Zuid-West,Houten,,35.000000000000000,1.000000000000000,0.000000000000000,12.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,1.000000000000000,6986.847038376107776,111234.622232373687439,0.1112346,314.6502380
Schepen,Houten,,18.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,2678.420860347233429,289372.677132630196866,0.2893727,62.2035217
Spooremplacement,Amersfoort,,18.000000000000000,3.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,4.000000000000000,1.000000000000000,2.000000000000000,3371.458769886260598,292571.448144482856151,0.2925715,61.5234337
Sportpark Mijdrecht,De Ronde Venen,,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1963.984028895059964,195046.371313882613322,0.1950464,10.2539721
Sportpark Zielhorst,Amersfoort,,17.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,2422.264014789168414,189839.428749651939142,0.1898394,89.5493698
Vathorst-Bovenduist,Amersfoort,,13.000000000000000,1.000000000000000,0.000000000000000,3.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,4695.875378975865715,1267108.087895387783647,1.2671081,10.2595825
Vesten,Houten,,8.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,3326.105462912433723,447011.942848202888854,0.4470119,17.8966141
Vlasakkers,Soest,,118.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,28.000000000000000,2.000000000000000,3.000000000000000,45.000000000000000,13.000000000000000,1.000000000000000,9535.134143563554971,4026563.947789969388396,4.0265641,29.3053818
Verspreide huizen,Montfoort,2,148.000000000000000,12.000000000000000,1.000000000000000,75.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,1.000000000000000,14.000000000000000,18769.620649347758444,9169581.742534007877111,9.1695814,16.1403217
Eempolder,Eemnes,6,436.000000000000000,4.000000000000000,12.000000000000000,292.000000000000000,15.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,6.000000000000000,6.000000000000000,0.000000000000000,11.000000000000000,23505.786122376990534,20527007.027276784181595,20.5270061,21.2403107
Leersumse Veld-De Kop,Utrechtse Heuvelrug,6,256.000000000000000,10.000000000000000,3.000000000000000,40.000000000000000,2.000000000000000,0.000000000000000,48.000000000000000,20.000000000000000,0.000000000000000,46.000000000000000,26.000000000000000,3.000000000000000,19058.298880607977480,11488265.870364258065820,11.4882660,22.2836075
Amerongse Berg,Utrechtse Heuvelrug,7,168.000000000000000,7.000000000000000,6.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,33.000000000000000,0.000000000000000,1.000000000000000,23.000000000000000,19.000000000000000,7.000000000000000,14834.387222885452502,8307357.421813422814012,8.3073578,20.2230358
Driebergen - Heidestein-Bornia-Noordhout,Utrechtse Heuvelrug,8,116.000000000000000,9.000000000000000,1.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,25.000000000000000,11.000000000000000,1.000000000000000,27.000000000000000,6.000000000000000,2.000000000000000,15563.930405539775165,6939673.915538481436670,6.9396739,16.7154827
Verspr. huizen Haastrecht Zuid,Krimpenerwaard,8,42.000000000000000,1.000000000000000,0.000000000000000,25.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,3.000000000000000,3641.504415054041601,3398.003586336096760,0.0033980,12360.1992188
Langerak-Buitengebied,Molenlanden,9,15.000000000000000,2.000000000000000,0.000000000000000,6.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,3395.051968720430978,3752.842110360113566,0.0037528,3996.9707031
Verspreide huizen Austerlitz,Zeist,9,78.000000000000000,4.000000000000000,2.000000000000000,4.000000000000000,0.000000000000000,2.000000000000000,18.000000000000000,1.000000000000000,2.000000000000000,22.000000000000000,10.000000000000000,1.000000000000000,13750.103457514986076,3608186.234131538774818,3.6081862,21.6175098
Het Klooster,Nieuwegein,10,142.000000000000000,7.000000000000000,14.000000000000000,56.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.000000000000000,6.000000000000000,2.000000000000000,9787.481863431215970,3520988.874200935475528,3.5209889,40.3295784
Langs de Lekdijk Lopikerwaard,Lopik,10,481.000000000000000,14.000000000000000,6.000000000000000,253.000000000000000,22.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,1.000000000000000,13.000000000000000,7.000000000000000,31.000000000000000,64549.418882495192520,32449546.744893651455641,32.4495468,14.8230114
Noord Houdringe,De Bilt,10,36.000000000000000,3.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,6.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,0.000000000000000,1.000000000000000,8799.634275634924052,2203452.399232405237854,2.2034523,16.3379974
Heuvelrug Elst,Rhenen,11,196.000000000000000,6.000000000000000,0.000000000000000,39.000000000000000,0.000000000000000,0.000000000000000,35.000000000000000,0.000000000000000,2.000000000000000,29.000000000000000,40.000000000000000,5.000000000000000,15192.572806524576663,6489955.986756809055805,6.4899559,30.2005138
Verspreide huizen en Nieuwkoop Plassengebied,Nieuwkoop,11,39.000000000000000,0.000000000000000,3.000000000000000,19.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,2.000000000000000,4702.725035971858233,5904.964419949487819,0.0059050,6604.6118164
Westbroek Buitengebied,De Bilt,11,348.000000000000000,22.000000000000000,24.000000000000000,114.000000000000000,7.000000000000000,5.000000000000000,25.000000000000000,22.000000000000000,15.000000000000000,18.000000000000000,1.000000000000000,22.000000000000000,25906.592668993878760,11629684.519925000146031,11.6296844,29.9234257
Noordeloos-Buitengebied-Noord,Molenlanden,12,24.000000000000000,1.000000000000000,1.000000000000000,13.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,3346.893151323341954,3605.457544987747042,0.0036055,6656.5756836
Uiterwaarden Elst,Rhenen,12,145.000000000000000,5.000000000000000,3.000000000000000,51.000000000000000,2.000000000000000,0.000000000000000,9.000000000000000,0.000000000000000,2.000000000000000,17.000000000000000,32.000000000000000,6.000000000000000,9195.390922133654385,1819789.685633718967438,1.8197896,79.6795425
Ameide buitengebied zuid,Vijfheerenlanden,13,107.000000000000000,6.000000000000000,8.000000000000000,55.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,11197.884658273918831,4191984.989019112195820,4.1919851,25.5249004
Buitengebied Schalkwijk Oost,Houten,13,211.000000000000000,8.000000000000000,5.000000000000000,117.000000000000000,12.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.000000000000000,5.000000000000000,10.000000000000000,25381.081398453523434,11238439.958530299365520,11.2384396,18.7748489
Polder Angstelkade,Stichtse Vecht,13,21.000000000000000,3.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,2.000000000000000,7013.762534111948298,1696866.509734793100506,1.6968665,12.3757524
Heuvelrug Rhenen,Rhenen,14,184.000000000000000,6.000000000000000,1.000000000000000,40.000000000000000,0.000000000000000,0.000000000000000,21.000000000000000,4.000000000000000,6.000000000000000,34.000000000000000,35.000000000000000,4.000000000000000,15114.668025424167354,7278762.243245474994183,7.2787623,25.2790222
Buitengebied Tull en 't Waal,Houten,16,117.000000000000000,7.000000000000000,4.000000000000000,47.000000000000000,7.000000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,10.000000000000000,6.000000000000000,4.000000000000000,16214.016922754955885,4943885.472914891317487,4.9438853,23.6655979
Verspreide huizen Lage Vuursche,Baarn,16,111.000000000000000,5.000000000000000,5.000000000000000,8.000000000000000,0.000000000000000,9.000000000000000,26.000000000000000,11.000000000000000,5.000000000000000,9.000000000000000,1.000000000000000,3.000000000000000,14168.791618013916377,4482226.331550266593695,4.4822264,24.7644787
